date,rank,film
2014-07-09,1,Transformers: Age of Extinction
2014-07-10,1,Transformers: Age of Extinction
2014-07-13,1,The Fault in Our Stars
2014-07-13,1,Transformers: Age of Extinction
2014-07-13,1,Maleficent
2014-07-13,1,Tammy
2014-07-13,1,Maleficent †
2014-07-13,1,Dawn of the Planet of the Apes
2014-07-16,1,Dawn of the Planet of the Apes
2014-07-16,1,She's Dating the Gangster*
2014-07-17,1,Dawn of the Planet of the Apes
2014-07-20,1,Sex Tape
2014-07-20,1,How to Train Your Dragon 2
2014-07-20,1,Dawn of the Planet of the Apes
2014-07-20,1,Step Up: All In
2014-07-20,1,Maleficent
2014-07-20,1,Transformers: Age of Extinction
2014-07-20,1,She's Dating the Gangster*
2014-07-23,1,Dawn of the Planet of the Apes
2014-07-24,1,Dawn of the Planet of the Apes
2014-07-27,1,Lucy
2014-07-27,1,Kundo: Age of the Rampant
2014-07-27,1,How to Train Your Dragon 2
2014-07-27,1,Hercules
2014-07-27,1,Dawn of the Planet of the Apes
2014-07-27,1,She's Dating the Gangster*
2014-07-27,1,Godzilla
2014-07-30,1,Hercules
2014-07-31,1,Hercules
2014-07-31,1,Guardians of the Galaxy
2014-08-03,1,Lucy
2014-08-03,1,Rurouni Kenshin: Kyoto Inferno
2014-08-03,1,How to Train Your Dragon 2
2014-08-03,1,Guardians of the Galaxy †
2014-08-03,1,Guardians of the Galaxy
2014-08-03,1,22 Jump Street
2014-08-03,1,The Admiral: Roaring Currents †
2014-08-06,1,Lucy
2014-08-07,1,Guardians of the Galaxy
2014-08-10,1,Dawn of the Planet of the Apes
2014-08-10,1,Transformers: Age of Extinction
2014-08-10,1,The Swimmers
2014-08-10,1,Stand by Me Doraemon
2014-08-10,1,The Admiral: Roaring Currents †
2014-08-10,1,Teenage Mutant Ninja Turtles
2014-08-10,1,Guardians of the Galaxy
2014-08-13,1,Guardians of the Galaxy
2014-08-14,1,Lucy
2014-08-17,1,Stand by Me Doraemon
2014-08-17,1,Teenage Mutant Ninja Turtles
2014-08-17,1,The Swimmers
2014-08-17,1,Guardians of the Galaxy
2014-08-17,1,Lucy
2014-08-17,1,The Admiral: Roaring Currents †
2014-08-20,1,Guardians of the Galaxy
2014-08-21,1,The Expendables 3
2014-08-24,1,Stand by Me Doraemon
2014-08-24,1,Hercules
2014-08-24,1,Guardians of the Galaxy †
2014-08-24,1,Teenage Mutant Ninja Turtles
2014-08-24,1,The Pirates
2014-08-24,1,Transformers: Age of Extinction
2014-08-24,1,Rurouni Kenshin: Kyoto Taika-hen
2014-08-24,1,Lucy
2014-08-27,1,The Inbetweeners 2
2014-08-28,1,The Expendables 3
2014-08-31,1,Lucy
2014-08-31,1,Teenage Mutant Ninja Turtles
2014-08-31,1,El Niño
2014-08-31,1,The Pirates
2014-08-31,1,Stand by Me Doraemon
2014-08-31,1,Rurouni Kenshin: Kyoto Taika-hen
2014-08-31,1,Transformers: Age of Extinction
2014-08-31,1,Guardians of the Galaxy
2014-08-31,1,Guardians of the Galaxy †
2014-08-31,1,The Expendables 3
2014-09-03,1,Guardians of the Galaxy
2014-09-04,1,Planes: Fire & Rescue
2014-09-07,1,Dawn of the Planet of the Apes
2014-09-07,1,Tazza: The Hidden Card
2014-09-07,1,Stand by Me Doraemon
2014-09-07,1,Lucy
2014-09-07,1,The Giver
2014-09-07,1,The Gifted*
2014-09-07,1,El Niño
2014-09-07,1,Into the Storm
2014-09-07,1,Hercules
2014-09-07,1,Guardians of the Galaxy †
2014-09-10,1,Into the Storm
2014-09-11,1,Teenage Mutant Ninja Turtles
2014-09-14,1,Lucy
2014-09-14,1,Tazza: The Hidden Card
2014-09-14,1,Sex Tape
2014-09-14,1,Rurouni Kenshin: The Legend Ends
2014-09-14,1,The Maze Runner
2014-09-14,1,El Niño
2014-09-14,1,Dawn of the Planet of the Apes
2014-09-14,1,No Good Deed
2014-09-14,1,Into the Storm
2014-09-14,1,The Gifted*
2014-09-17,1,Teenage Mutant Ninja Turtles
2014-09-18,1,Dabbe 5: Zehr-i Cin
2014-09-21,1,Rurouni Kenshin: The Legend Ends
2014-09-21,1,Cantinflas
2014-09-21,1,Transformers: Age of Extinction
2014-09-21,1,Sex Tape
2014-09-21,1,The Maze Runner
2014-09-24,1,The Maze Runner
2014-09-25,1,Dabbe 5: Zehr-i Cin
2014-09-28,1,Cantinflas
2014-09-28,1,Rurouni Kenshin: Densetsu no Saiga-hen
2014-09-28,1,Sex Tape
2014-09-28,1,Rurouni Kenshin: The Legend Ends
2014-09-28,1,The Equalizer
2014-09-28,1,The Maze Runner
2014-10-01,1,The Maze Runner
2014-10-02,1,The Maze Runner
2014-10-05,1,Annabelle
2014-10-05,1,The Boxtrolls
2014-10-05,1,Rurouni Kenshin: The Legend Ends
2014-10-05,1,Dracula Untold
2014-10-05,1,Whistle Blower
2014-10-05,1,Gone Girl
2014-10-05,1,Teenage Mutant Ninja Turtles
2014-10-05,1,Torrente 5: Operación Eurovegas
2014-10-08,1,Gone Girl
2014-10-09,1,Pek Yakında
2014-10-12,1,Close Range Love
2014-10-12,1,Dracula Untold
2014-10-12,1,"My Love, My Bride"
2014-10-12,1,Torrente 5: Operación Eurovegas
2014-10-12,1,Annabelle
2014-10-12,1,Autómata
2014-10-12,1,Teenage Mutant Ninja Turtles
2014-10-12,1,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
2014-10-12,1,Gone Girl
2014-10-13,1,La Dictadura Perfecta
2014-10-15,1,Gone Girl
2014-10-16,1,Pek Yakında
2014-10-19,1,Teenage Mutant Ninja Turtles
2014-10-19,1,Close Range Love
2014-10-19,1,"My Love, My Bride"
2014-10-19,1,Fury
2014-10-19,1,Dracula Untold
2014-10-22,1,Gone Girl
2014-10-23,1,İncir Reçeli 2
2014-10-26,1,Close Range Love
2014-10-26,1,Teenage Mutant Ninja Turtles
2014-10-26,1,The Best of Me
2014-10-26,1,Ouija
2014-10-26,1,Gone Girl
2014-10-26,1,Annabelle
2014-10-26,1,Fury
2014-10-26,1,Dracula Untold
2014-10-29,1,Fury
2014-10-30,1,İncir Reçeli 2
2014-11-02,1,The Expendables 3
2014-11-02,1,Ouija
2014-11-02,1,The Maze Runner
2014-11-02,1,Gone Girl
2014-11-02,1,Dracula Untold
2014-11-02,1,The Equalizer
2014-11-02,1,Annabelle
2014-11-02,1,John Wick
2014-11-05,1,Fury
2014-11-06,1,Unutursam Fısılda
2014-11-09,1,Interstellar
2014-11-09,1,Beauty and the Beast
2014-11-09,1,Big Hero 6
2014-11-09,1,Annabelle
2014-11-12,1,Interstellar
2014-11-13,1,Unutursam Fısılda
2014-11-16,1,Dumb and Dumber To
2014-11-16,1,Annabelle
2014-11-16,1,Interstellar
2014-11-16,1,As the Gods Will
2014-11-16,1,Big Hero 6
2014-11-19,1,Interstellar
2014-11-20,1,Deliha
2014-11-20,1,The Hunger Games: Mockingjay - Part 1
2014-11-23,1,Interstellar
2014-11-23,1,The Hunger Games: Mockingjay – Part 1
2014-11-26,1,The Hunger Games: Mockingjay – Part 1 †
2014-11-27,1,Deliha
2014-11-30,1,Interstellar
2014-11-30,1,The Hunger Games: Mockingjay – Part 1
2014-11-30,1,Penguins of Madagascar
2014-12-03,1,The Hunger Games: Mockingjay – Part 1 †
2014-12-04,1,Hadi İnşallah
2014-12-07,1,Big Hero 6
2014-12-07,1,Exodus: Gods and Kings
2014-12-07,1,Penguins of Madagascar
2014-12-07,1,The Hunger Games: Mockingjay – Part 1
2014-12-10,1,The Hunger Games: Mockingjay – Part 1 †
2014-12-11,1,Çakallarla Dans 3: Sıfır Sıkıntı
2014-12-14,1,Big Hero 6
2014-12-14,1,I Fine..Thank You..Love You
2014-12-14,1,The Hobbit: The Battle of the Five Armies †
2014-12-14,1,"My Love, Don't Cross That River"
2014-12-14,1,The Hunger Games: Mockingjay – Part 1
2014-12-14,1,The Hobbit: The Battle of the Five Armies
2014-12-14,1,Exodus: Gods and Kings
2014-12-17,1,Horrible Bosses 2
2014-12-18,1,Çakallarla Dans 3: Sıfır Sıkıntı
2014-12-21,1,The Hobbit: The Battle of the Five Armies
2014-12-21,1,Penguins of Madagascar
2014-12-21,1,Yo-Kai Watch: Tanjō no Himitsu da Nyan!
2014-12-21,1,The Hunger Games: Mockingjay – Part 1
2014-12-21,1,I Fine..Thank You..Love You
2014-12-21,1,The Hobbit: The Battle of the Five Armies †
2014-12-21,1,Ode to My Father
2014-12-24,1,Paddington
2014-12-25,1,The Hobbit: The Battle of the Five Armies
2014-12-28,1,The Hobbit: The Battle of the Five Armies
2014-12-28,1,Night at the Museum: Secret of the Tomb
2014-12-28,1,The Hobbit: The Battle of the Five Armies †
2014-12-28,1,Ode to My Father
2014-12-28,1,Horrible Bosses 2
2014-12-28,1,Big Hero 6
2014-12-28,1,I Fine..Thank You..Love You
2014-12-31,1,The Hobbit: The Battle of the Five Armies
2015-01-01,1,The Water Diviner
2015-01-04,1,Night at the Museum: Secret of the Tomb
2015-01-04,1,Big Hero 6
2015-01-04,1,The Hobbit: The Battle of the Five Armies
2015-01-04,1,Horrible Bosses 2
2015-01-04,1,Ode to My Father
2015-01-04,1,Seventh Son
2015-01-07,1,The Hobbit: The Battle of the Five Armies
2015-01-07,1,Seventh Son
2015-01-08,1,Mucize
2015-01-11,1,Exodus: Gods and Kings
2015-01-11,1,Fury
2015-01-11,1,Ouija
2015-01-11,1,Ode to My Father
2015-01-11,1,Night at the Museum: Secret of the Tomb
2015-01-11,1,Big Hero 6
2015-01-11,1,Taken 3
2015-01-14,1,Taken 3
2015-01-14,1,Seventh Son
2015-01-15,1,Mucize
2015-01-18,1,Into the Woods
2015-01-18,1,Head Full of Honey
2015-01-18,1,Seventh Son
2015-01-18,1,American Sniper
2015-01-18,1,Taken 3
2015-01-18,1,Ode to My Father
2015-01-18,1,Penguins of Madagascar
2015-01-18,1,Big Hero 6
2015-01-18,1,Exodus: Gods and Kings
2015-01-21,1,Annie
2015-01-21,1,Taken 3
2015-01-22,1,Mucize
2015-01-25,1,Gangnam Blues
2015-01-25,1,Big Hero 6
2015-01-25,1,The Theory of Everything
2015-01-25,1,Penguins of Madagascar
2015-01-25,1,American Sniper
2015-01-25,1,The Woman in Black: Angel of Death
2015-01-25,1,Night at the Museum: Secret of the Tomb
2015-01-28,1,American Sniper
2015-01-28,1,Into the Woods
2015-01-29,1,Aşk Sana Benzer
2015-02-01,1,Annie
2015-02-01,1,The Imitation Game
2015-02-01,1,Taken 3
2015-02-01,1,The SpongeBob Movie: Sponge Out of Water
2015-02-01,1,The Wedding Ringer
2015-02-01,1,Big Hero 6
2015-02-01,1,American Sniper
2015-02-01,1,Night at the Museum: Secret of the Tomb
2015-02-01,1,Gangnam Blues
2015-02-04,1,American Sniper
2015-02-04,1,Project Almanac
2015-02-05,1,Yapışık Kardeşler
2015-02-08,1,Big Hero 6
2015-02-08,1,C'est Si Bon
2015-02-08,1,The SpongeBob Movie: Sponge Out of Water
2015-02-08,1,Jupiter Ascending
2015-02-08,1,Night at the Museum: Secret of the Tomb
2015-02-08,1,Teenage Mutant Ninja Turtles
2015-02-11,1,Kingsman: The Secret Service
2015-02-11,1,Fifty Shades of Grey
2015-02-12,1,Sevimli Tehlikeli
2015-02-15,1,Detective K: Secret of the Lost Island
2015-02-15,1,Terrace House: Closing Door
2015-02-15,1,Fifty Shades of Grey
2015-02-18,1,Fifty Shades of Grey
2015-02-19,1,Fifty Shades of Grey
2015-02-22,1,Detective K: Secret of the Lost Island
2015-02-22,1,Fifty Shades of Grey
2015-02-22,1,American Sniper
2015-02-22,1,Dragon Blade
2015-02-25,1,Focus
2015-02-25,1,Fifty Shades of Grey
2015-02-26,1,Ali Kundilli
2015-03-01,1,American Sniper
2015-03-01,1,Fifty Shades of Grey
2015-03-01,1,The Last: Naruto the Movie
2015-03-01,1,Kingsman: The Secret Service
2015-03-01,1,A La Mala
2015-03-01,1,Focus
2015-03-04,1,The Second Best Exotic Marigold Hotel
2015-03-04,1,Chappie
2015-03-05,1,Çarşı Pazar
2015-03-08,1,Perdiendo el Norte
2015-03-08,1,Chappie
2015-03-08,1,Life Eternal
2015-03-08,1,Focus
2015-03-08,1,Doraemon: Nobita's Space Heroes
2015-03-08,1,Fifty Shades of Grey
2015-03-08,1,Kingsman: The Secret Service
2015-03-11,1,The Second Best Exotic Marigold Hotel
2015-03-11,1,Cinderella
2015-03-12,1,Çarşı Pazar
2015-03-15,1,Doraemon: Nobita's Space Heroes
2015-03-15,1,Tinker Bell and the Legend of the NeverBeast
2015-03-15,1,Life Eternal
2015-03-15,1,Perdiendo el Norte
2015-03-15,1,Cinderella
2015-03-15,1,The Deal
2015-03-18,1,Cinderella
2015-03-18,1,The Second Best Exotic Marigold Hotel
2015-03-19,1,Selam: Bahara Yolculuk
2015-03-22,1,Whiplash
2015-03-22,1,Shaun the Sheep
2015-03-22,1,Assassination Classroom
2015-03-22,1,The Divergent Series: Insurgent
2015-03-22,1,Home
2015-03-22,1,Cinderella
2015-03-25,1,The Divergent Series: Insurgent
2015-03-26,1,Kocan Kadar Konuş
2015-03-29,1,Home
2015-03-29,1,Cinderella
2015-03-29,1,The Manny
2015-03-29,1,Get Hard
2015-03-29,1,Doraemon: Nobita's Space Heroes
2015-03-29,1,Twenty
2015-03-29,1,The Divergent Series: Insurgent
2015-04-01,1,Furious 7
2015-04-01,1,Cinderella
2015-04-02,1,Kocan Kadar Konuş
2015-04-05,1,Fast & Furious 7
2015-04-05,1,Furious 7
2015-04-05,1,Doraemon: Nobita's Space Heroes
2015-04-08,1,Furious 7
2015-04-09,1,Furious 7
2015-04-12,1,Fast & Furious 7
2015-04-12,1,Solomon's Perjury Part 2: Judgement
2015-04-12,1,Furious 7
2015-04-15,1,Furious 7
2015-04-16,1,Furious 7
2015-04-19,1,Dragon Ball Z: Resurrection 'F'
2015-04-19,1,The Legend of King Naresuan 6
2015-04-19,1,Fast & Furious 7
2015-04-19,1,Furious 7
2015-04-22,1,Avengers: Age of Ultron †
2015-04-22,1,Furious 7
2015-04-23,1,Furious 7
2015-04-26,1,Furious 7
2015-04-26,1,Cinderella
2015-04-26,1,Avengers: Age of Ultron
2015-04-26,1,The Water Diviner
2015-04-26,1,Fast & Furious 7
2015-04-29,1,Avengers: Age of Ultron
2015-04-29,1,Avengers: Age of Ultron †
2015-04-30,1,Furious 7
2015-05-03,1,Cinderella
2015-05-03,1,Avengers: Age of Ultron
2015-05-06,1,Avengers: Age of Ultron †
2015-05-06,1,Avengers: Age of Ultron
2015-05-07,1,Avengers: Age of Ultron
2015-05-10,1,Cinderella
2015-05-10,1,Avengers: Age of Ultron
2015-05-13,1,Pitch Perfect 2
2015-05-14,1,Niyazi Gül Dörtnala
2015-05-17,1,Avengers: Age of Ultron
2015-05-17,1,Cinderella
2015-05-17,1,Mad Max: Fury Road
2015-05-17,1,Pitch Perfect 2
2015-05-20,1,Mad Max: Fury Road
2015-05-20,1,Pitch Perfect 2
2015-05-21,1,Niyazi Gül Dörtnala
2015-05-24,1,Pitch Perfect 2
2015-05-24,1,Avengers: Age of Ultron
2015-05-24,1,Mad Max: Fury Road
2015-05-24,1,Tomorrowland
2015-05-24,1,Cinderella
2015-05-27,1,San Andreas
2015-05-27,1,Mad Max: Fury Road
2015-05-28,1,Niyazi Gül Dörtnala
2015-05-31,1,San Andreas
2015-05-31,1,Shinjuku Swan
2015-05-31,1,Poltergeist
2015-05-31,1,Avengers: Age of Ultron
2015-05-31,1,Tomorrowland
2015-05-31,1,Mad Max: Fury Road
2015-06-03,1,Insidious: Chapter 3
2015-06-03,1,San Andreas
2015-06-04,1,San Andreas
2015-06-07,1,Tomorrowland
2015-06-07,1,Spy
2015-06-07,1,San Andreas
2015-06-10,1,Jurassic World
2015-06-10,1,Entourage
2015-06-11,1,San Andreas
2015-06-14,1,Love Live! The School Idol Movie
2015-06-14,1,Jurassic World †
2015-06-14,1,Jurassic World
2015-06-17,1,Jurassic World
2015-06-18,1,Jurassic World
2015-06-21,1,Jurassic World
2015-06-21,1,Jurassic World †
2015-06-21,1,Love Live! The School Idol Movie
2015-06-21,1,Mad Max: Fury Road
2015-06-21,1,Inside Out
2015-06-24,1,Jurassic World
2015-06-25,1,Jurassic World
2015-06-28,1,Ted 2
2015-06-28,1,Jurassic World †
2015-06-28,1,Love Live! The School Idol Movie
2015-06-28,1,Jurassic World
2015-06-28,1,Inside Out
2015-07-01,1,The Breakup Playlist
2015-07-01,1,Minions
2015-07-02,1,Terminator Genisys
2015-07-05,1,Terminator Genisys
2015-07-05,1,Minions
2015-07-05,1,Minions †
2015-07-05,1,Avengers: Age of Ultron
2015-07-05,1,Inside Out
2015-07-08,1,Minions
2015-07-09,1,Terminator Genisys
2015-07-12,1,Minions †
2015-07-12,1,The Boy and the Beast
2015-07-12,1,Minions
2015-07-15,1,Inside Out
2015-07-15,1,Ant-Man
2015-07-16,1,SİCCÎN 2
2015-07-19,1,Minions
2015-07-19,1,Ant-Man
2015-07-19,1,Hero 2
2015-07-19,1,Minions †
2015-07-19,1,Inside Out
2015-07-22,1,Ant-Man
2015-07-23,1,Ant-Man
2015-07-26,1,Hero 2
2015-07-26,1,Ant-Man
2015-07-26,1,Minions †
2015-07-26,1,Inside Out
2015-07-26,1,Minions
2015-07-26,1,Pixels
2015-07-29,1,Mission: Impossible – Rogue Nation
2015-07-29,1,Ant-Man
2015-07-30,1,Ant-Man
2015-08-02,1,Minions †
2015-08-02,1,Attack on Titan
2015-08-02,1,Mission: Impossible – Rogue Nation
2015-08-02,1,Inside Out
2015-08-05,1,Fantastic Four
2015-08-05,1,Mission: Impossible – Rogue Nation
2015-08-06,1,Mission: Impossible – Rogue Nation
2015-08-09,1,Fantastic Four
2015-08-09,1,The 33
2015-08-09,1,Minions †
2015-08-09,1,Mission: Impossible – Rogue Nation
2015-08-09,1,Jurassic World †
2015-08-12,1,Trainwreck
2015-08-12,1,The Love Affair
2015-08-13,1,Mission: Impossible – Rogue Nation
2015-08-16,1,Jurassic World †
2015-08-16,1,Mission: Impossible – Rogue Nation
2015-08-16,1,The 33
2015-08-16,1,Inside Out
2015-08-16,1,Minions †
2015-08-16,1,Fantastic Four
2015-08-16,1,Straight Outta Compton
2015-08-19,1,Trainwreck
2015-08-19,1,Inside Out
2015-08-20,1,Mission: Impossible – Rogue Nation
2015-08-23,1,The Man from U.N.C.L.E.
2015-08-23,1,Un Gallo con Muchos Huevos
2015-08-23,1,Mission: Impossible – Rogue Nation
2015-08-23,1,Hitman: Agent 47
2015-08-23,1,Straight Outta Compton
2015-08-23,1,Jurassic World †
2015-08-23,1,The 33
2015-08-23,1,Fantastic Four
2015-08-26,1,Vacation
2015-08-26,1,Pixels
2015-08-27,1,Hitman: Agent 47
2015-08-30,1,The 33
2015-08-30,1,Attack on Titan: Part I
2015-08-30,1,Hitman: Agent 47
2015-08-30,1,Jurassic World †
2015-08-30,1,Ted 2
2015-08-30,1,Fantastic Four
2015-08-30,1,Atrapa la bandera
2015-08-30,1,Un Gallo con Muchos Huevos
2015-08-30,1,Straight Outta Compton
2015-09-02,1,Southpaw
2015-09-02,1,Ex with Benefits
2015-09-03,1,The Man from U.N.C.L.E.
2015-09-06,1,The 33
2015-09-06,1,Ted 2
2015-09-06,1,Unfair: The End
2015-09-06,1,Fantastic Four
2015-09-06,1,War Room
2015-09-06,1,The Transporter Refueled
2015-09-06,1,Atrapa la bandera
2015-09-06,1,Minions †
2015-09-06,1,Hitman: Agent 47
2015-09-06,1,Un Gallo con Muchos Huevos
2015-09-06,1,Heart Attack
2015-09-09,1,Straight Outta Compton
2015-09-09,1,Maze Runner: The Scorch Trials
2015-09-10,1,Minions
2015-09-13,1,Pixels
2015-09-13,1,The Visit
2015-09-13,1,Maze Runner: The Scorch Trials
2015-09-13,1,Heart Attack
2015-09-13,1,The Perfect Guy
2015-09-13,1,Fantastic Four
2015-09-13,1,Fack ju Göhte 2
2015-09-13,1,The 33
2015-09-16,1,Maze Runner: The Scorch Trials
2015-09-17,1,Minions
2015-09-20,1,Maze Runner: The Scorch Trials
2015-09-20,1,Attack on Titan: End of the World
2015-09-20,1,Everest
2015-09-20,1,Fack ju Göhte 2
2015-09-23,1,Everest
2015-09-23,1,Hotel Transylvania 2
2015-09-24,1,Maze Runner: The Scorch Trials
2015-09-27,1,No Longer Heroine
2015-09-27,1,Everest
2015-09-27,1,Hotel Transylvania 2
2015-09-27,1,Maze Runner: The Scorch Trials
2015-09-27,1,Fack ju Göhte 2
2015-09-30,1,Pixels
2015-09-30,1,Etiquette for Mistresses
2015-10-01,1,Kara Bela
2015-10-04,1,May Who?
2015-10-04,1,Regression
2015-10-04,1,The Martian
2015-10-04,1,Hotel Transylvania 2
2015-10-04,1,Inside Out
2015-10-04,1,Bakuman
2015-10-07,1,The Martian
2015-10-07,1,Felix Manalo
2015-10-08,1,The Martian
2015-10-11,1,Hotel Transylvania 2
2015-10-11,1,The Martian
2015-10-11,1,Regression
2015-10-11,1,Pan
2015-10-11,1,Inside Out
2015-10-11,1,Library Wars: The Last Mission
2015-10-14,1,The Martian
2015-10-14,1,Felix Manalo
2015-10-15,1,Geniş Aile: Yapıştır
2015-10-18,1,Legend
2015-10-18,1,Goosebumps
2015-10-18,1,Hotel Transylvania 2
2015-10-18,1,Karma
2015-10-18,1,The Martian
2015-10-18,1,Library Wars: The Last Mission
2015-10-21,1,The Martian
2015-10-21,1,The Last Witch Hunter
2015-10-22,1,Geniş Aile: Yapıştır
2015-10-25,1,Galaxy Turnpike
2015-10-25,1,The Martian
2015-10-25,1,The Last Witch Hunter
2015-10-25,1,Hotel Transylvania 2
2015-10-25,1,Goosebumps
2015-10-25,1,Paranormal Activity: The Ghost Dimension
2015-10-28,1,Everyday I Love You
2015-10-28,1,The Martian
2015-10-29,1,The Last Witch Hunter
2015-11-01,1,The Martian
2015-11-01,1,Goosebumps
2015-11-01,1,Crimson Peak
2015-11-01,1,Look Who's Back
2015-11-01,1,The Last Witch Hunter
2015-11-01,1,Hotel Transylvania 2
2015-11-01,1,Galaxy Turnpike
2015-11-04,1,Spectre
2015-11-04,1,The Dressmaker
2015-11-05,1,Hotel Transylvania 2
2015-11-08,1,Spectre
2015-11-08,1,Mozu
2015-11-08,1,Goosebumps
2015-11-11,1,Spectre
2015-11-11,1,The Dressmaker
2015-11-12,1,Spectre
2015-11-15,1,Mozu
2015-11-15,1,Spectre
2015-11-15,1,Hotel Transylvania 2
2015-11-18,1,Spectre
2015-11-19,1,Ali Baba ve 7 Cüceler
2015-11-22,1,Raintree
2015-11-22,1,Spectre
2015-11-22,1,The Hunger Games: Mockingjay – Part 2
2015-11-22,1,Girls und Panzer der Film
2015-11-22,1,Ocho apellidos catalanes †
2015-11-25,1,The Hunger Games: Mockingjay – Part 2
2015-11-25,1,Spectre
2015-11-26,1,Ali Baba ve 7 Cüceler
2015-11-29,1,The Hunger Games: Mockingjay – Part 2
2015-11-29,1,The Good Dinosaur
2015-11-29,1,Ocho apellidos catalanes †
2015-11-29,1,The Little Prince
2015-11-29,1,Victor Frankenstein
2015-12-02,1,The Hunger Games: Mockingjay – Part 2
2015-12-02,1,Spectre
2015-12-03,1,Ali Baba ve 7 Cüceler
2015-12-06,1,The Hunger Games: Mockingjay – Part 2
2015-12-06,1,The Good Dinosaur
2015-12-06,1,Spectre
2015-12-06,1,In the Heart of the Sea
2015-12-06,1,Ocho apellidos catalanes †
2015-12-06,1,Krampus
2015-12-09,1,The Hunger Games: Mockingjay – Part 2
2015-12-09,1,A Second Chance
2015-12-10,1,Düğün Dernek 2: Sünnet †
2015-12-13,1,The Hunger Games: Mockingjay – Part 2
2015-12-13,1,The Night Before
2015-12-13,1,The Good Dinosaur
2015-12-13,1,Point Break
2015-12-13,1,Ocho apellidos catalanes †
2015-12-13,1,Orange
2015-12-16,1,The Hunger Games: Mockingjay – Part 2
2015-12-16,1,Star Wars: The Force Awakens
2015-12-17,1,Düğün Dernek 2: Sünnet †
2015-12-20,1,Yo-Kai Watch: Enma Daiō to Itsutsu no Monogatari da Nyan!
2015-12-20,1,Star Wars: The Force Awakens
2015-12-20,1,Star Wars: Episode VII - The Force Awakens
2015-12-23,1,Star Wars: The Force Awakens †
2015-12-23,1,Star Wars: The Force Awakens
2015-12-24,1,Düğün Dernek 2: Sünnet †
2015-12-27,1,Yo-Kai Watch: Enma Daiō to Itsutsu no Monogatari da Nyan!
2015-12-27,1,Star Wars: The Force Awakens
2015-12-30,1,Star Wars: The Force Awakens †
2015-12-31,1,Düğün Dernek 2: Sünnet †
2016-01-03,1,Hotel Transylvania 2
2016-01-03,1,The Peanuts Movie
2016-01-03,1,Alvin and the Chipmunks: The Road Chip
2016-01-03,1,The Himalayas
2016-01-03,1,Point Break
2016-01-03,1,Quo vado? †
2016-01-03,1,Star Wars: The Force Awakens
2016-01-06,1,Star Wars: The Force Awakens
2016-01-07,1,Kocan Kadar Konuş: Diriliş
2016-01-10,1,Daddy's Home
2016-01-10,1,The Revenant
2016-01-10,1,Point Break
2016-01-10,1,Alvin and the Chipmunks: The Road Chip
2016-01-10,1,Palmeras en la nieve
2016-01-10,1,Quo vado? †
2016-01-10,1,The Good Dinosaur
2016-01-10,1,Star Wars: The Force Awakens
2016-01-13,1,Star Wars: The Force Awakens
2016-01-13,1,Creed
2016-01-14,1,Kocan Kadar Konuş: Diriliş
2016-01-17,1,Ride Along 2
2016-01-17,1,The Revenant
2016-01-17,1,Star Wars: The Force Awakens
2016-01-17,1,The 5th Wave
2016-01-17,1,The Hateful Eight
2016-01-17,1,Quo vado? †
2016-01-17,1,Daddy's Home
2016-01-17,1,Point Break
2016-01-17,1,No box office data for the weekend of 17 January 2016.
2016-01-20,1,The 5th Wave
2016-01-20,1,The Revenant
2016-01-21,1,Kardeşim Benim
